name,class,itemLV,battleLV,expeditionLV,engraving_simple,engraving_detail,stat,card,gem_simple,equipmentLV,power,vitality
루나틱여행,리퍼,1560.0,60,223,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,돌격대장 Lv. 3,갈증 Lv. 3,아드레날린 Lv. 1","치명 65,특화 1244,신속 1042","세상을 구하는 빛 6세트,30각성합계","7레벨 멸화 x5,7레벨 홍염 x6","17 메마른 사멸의 밤 대거,17 드러난 사멸의 저주 머리장식,17 드러난 사멸의 저주 상의,17 드러난 사멸의 저주 하의,17 드러난 사멸의 저주 장갑,17 드러난 사멸의 저주 견갑",42529,117994
훈건장,스카우터,1560.0,60,124,33333,"원한 Lv. 3,바리케이드 Lv. 3,돌격대장 Lv. 3,진화의 유산 Lv. 3,아드레날린 Lv. 3","치명 602,특화 1640,신속 46","세상을 구하는 빛 6세트,18각성합계",5레벨 원해 x1,"20 속삭이는 환각의 메아리 서브 머신건,16 속삭이는 환각의 메아리 모자,16 분열한 환각의 절규 상의,16 속삭이는 환각의 메아리 하의,17 환각의 절규 장갑,17 속삭이는 환각의 메아리 견갑",37278,129563
헵짚,데모닉,1551.67,60,129,333331,"멈출 수 없는 충동 Lv. 3,원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,돌격대장 Lv. 3,아드레날린 Lv. 1","치명 532,특화 1807,신속 129","세상을 구하는 빛 6세트,18각성합계","9레벨 멸화 x1,8레벨 홍염 x1","19 속삭이는 환각의 메아리 데모닉웨폰,15 속삭이는 환각의 메아리 머리장식,16 분열한 환각의 절규 상의,15 분열한 환각의 절규 하의,16 속삭이는 환각의 메아리 장갑,16 속삭이는 환각의 메아리 견갑",42799,140060
배천덕,건슬링어,1551.67,60,165,333321,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 2,피스메이커 Lv. 1","치명 1354,특화 530,신속 539","세상을 구하는 빛 6세트,18각성합계","7레벨 멸화 x7,7레벨 홍염 x4","20 타오르는 악몽의 그림자 총,15 피어난 악몽의 공명 모자,15 피어난 악몽의 공명 상의,15 피어난 악몽의 공명 하의,16 피어난 악몽의 공명 장갑,16 피어난 악몽의 공명 견갑",43270,127221
귀여운눈나,건슬링어,1550.0,60,183,333331,"저주받은 인형 Lv. 3,원한 Lv. 3,예리한 둔기 Lv. 3,피스메이커 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 1","치명 1456,특화 769,신속 54","세상을 구하는 빛 6세트,30각성합계","7레벨 멸화 x6,7레벨 홍염 x5","19 그릇된 구원의 여로 총,15 끝없는 구원의 사슬 모자,15 끝없는 구원의 사슬 상의,15 끝없는 구원의 사슬 하의,16 끝없는 구원의 사슬 장갑,16 끝없는 구원의 사슬 견갑",44089,138963
능동로무법자,건슬링어,1548.33,60,205,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,피스메이커 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 1","치명 1481,특화 813,신속 137","세상을 구하는 빛 6세트,18각성합계","9레벨 홍염 x1,8레벨 홍염 x1,7레벨 멸화 x7,7레벨 홍염 x2","17 그릇된 구원의 여로 총,15 그릇된 구원의 여로 모자,15 끝없는 구원의 사슬 상의,15 끝없는 구원의 사슬 하의,17 그릇된 구원의 여로 장갑,16 그릇된 구원의 여로 견갑",41501,121120
파이터팽,인파이터,1545.0,60,181,33333,"원한 Lv. 3,예리한 둔기 Lv. 3,극의: 체술 Lv. 3,기습의 대가 Lv. 3,아드레날린 Lv. 3","치명 1027,특화 55,신속 1134","세상을 구하는 빛 6세트,18각성합계","7레벨 멸화 x6,7레벨 홍염 x5","17 아득한 배신의 시선 헤비 건틀릿,15 아득한 배신의 시선 머리장식,15 숨죽인 배신의 부름 상의,15 숨죽인 배신의 부름 하의,16 아득한 배신의 시선 장갑,15 아득한 배신의 시선 견갑",34514,129081
추합,스트라이커,1541.67,60,170,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,일격필살 Lv. 3,슈퍼 차지 Lv. 1","치명 791,특화 1394,신속 40","남겨진 바람의 절벽 6세트,12각성합계",,"18 아득한 배신의 시선 건틀릿,14 아득한 배신의 시선 머리장식,15 숨죽인 배신의 부름 상의,14 아득한 배신의 시선 하의,15 아득한 배신의 시선 장갑,15 아득한 배신의 시선 견갑",41491,131873
능동로솜주먹,리퍼,1540.0,60,205,33333,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,달의 소리 Lv. 3","치명 517,특화 1745,신속 54","세상을 구하는 빛 6세트,18각성합계","7레벨 멸화 x3,7레벨 홍염 x4,6레벨 홍염 x2,5레벨 홍염 x2","15 메마른 사멸의 밤 대거,15 메마른 사멸의 밤 머리장식,15 메마른 사멸의 밤 상의,15 메마른 사멸의 밤 하의,15 메마른 사멸의 밤 장갑,15 메마른 사멸의 밤 견갑",37012,115226
가지꼬치구이,인파이터,1525.0,60,193,33333,"기습의 대가 Lv. 3,원한 Lv. 3,극의: 체술 Lv. 3,돌격대장 Lv. 3,아드레날린 Lv. 3","치명 816,특화 60,신속 1370","세상을 구하는 빛 6세트,30각성합계","7레벨 멸화 x6,7레벨 홍염 x5","15 메마른 사멸의 밤 헤비 건틀릿,20 거짓된 사멸의 대지 머리장식,16 메마른 사멸의 밤 상의,20 거짓된 사멸의 대지 하의,15 메마른 사멸의 밤 장갑,15 메마른 사멸의 밤 견갑",31098,152058
커피창,창술사,1516.67,60,201,33333,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,돌격대장 Lv. 3,절정 Lv. 3","치명 65,특화 1784,신속 636","세상을 구하는 빛 6세트,30각성합계","8레벨 홍염 x1,7레벨 멸화 x6,7레벨 홍염 x4","20 추악한 악몽의 꽃 창,20 추악한 악몽의 꽃 머리장식,14 타오르는 악몽의 그림자 상의,14 타오르는 악몽의 그림자 하의,14 타오르는 악몽의 그림자 장갑,14 타오르는 악몽의 그림자 견갑",0,68322
썬연료2,건슬링어,1507.5,60,161,333321,"정기 흡수 Lv. 3,원한 Lv. 3,예리한 둔기 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 2,피스메이커 Lv. 1","치명 1440,특화 436,신속 29","세상을 구하는 빛 6세트,18각성합계","8레벨 멸화 x4,8레벨 홍염 x5,7레벨 멸화 x2","22 추악한 악몽의 꽃 총,21 추악한 악몽의 꽃 모자,21 추악한 악몽의 꽃 상의,21 추악한 악몽의 꽃 하의,21 추악한 악몽의 꽃 장갑,21 추악한 악몽의 꽃 견갑",29181,123834
한낼,건슬링어,1480.0,60,238,333321,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 2,피스메이커 Lv. 1","치명 1270,특화 454,신속 556","세상을 구하는 빛 6세트,30각성합계","7레벨 멸화 x6,7레벨 홍염 x5","20 추악한 악몽의 꽃 총,19 추악한 악몽의 꽃 모자,19 추악한 악몽의 꽃 상의,19 추악한 악몽의 꽃 하의,20 추악한 악몽의 꽃 장갑,19 추악한 악몽의 꽃 견갑",29599,124551
왜이리더워,소서리스,1475.0,59,111,33333,"원한 Lv. 3,점화 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,속전속결 Lv. 3","치명 41,특화 1618,신속 539",트리시온 6세트,"7레벨 멸화 x3,6레벨 멸화 x3,6레벨 홍염 x4,5레벨 홍염 x1","20 악몽의 꽃 롱 스태프,19 악몽의 꽃 머리장식,19 악몽의 꽃 상의,18 악몽의 꽃 하의,19 추악한 악몽의 꽃 장갑,19 악몽의 꽃 어깨장식",25119,109055
우유맛조아,버서커,1467.5,59,148,33331,"원한 Lv. 3,예리한 둔기 Lv. 3,달인의 저력 Lv. 3,저주받은 인형 Lv. 3,광기 Lv. 1","치명 1209,특화 47,신속 834",세상을 구하는 빛 6세트,"7레벨 멸화 x1,7레벨 홍염 x1,6레벨 멸화 x1,5레벨 멸화 x5,5레벨 홍염 x3","18 악몽의 꽃 대검,19 악몽의 꽃 투구,18 악몽의 꽃 상의,18 악몽의 꽃 하의,19 악몽의 꽃 장갑,19 악몽의 꽃 견갑",26636,98480
그리워아만,소서리스,1462.5,57,113,33331,"점화 Lv. 3,원한 Lv. 3,타격의 대가 Lv. 3,속전속결 Lv. 3,아드레날린 Lv. 1","치명 512,특화 1492,신속 27","남겨진 바람의 절벽 6세트,12각성합계","7레벨 홍염 x1,6레벨 멸화 x2,5레벨 멸화 x3,5레벨 홍염 x5","19 악몽의 꽃 롱 스태프,18 악몽의 꽃 머리장식,18 악몽의 꽃 상의,18 선택의 하의,18 악몽의 꽃 장갑,18 예정된 결단의 어깨장식",23497,86163
